realGPS_sampled	lnL_sampled	far_sampled	snr_sampled
1128698776.130249	5.172473426	0.000369018	7.809809815426536
1129277354.861062	5.176653402	0.000367203	7.970579379906511
1127237256.352153	5.179240369	0.000366079	7.818995592533957
1127562846.183883	5.18666378	0.000363167	8.036041000031959
1126402643.471229	5.190461943	0.000361696	8.353312393958472
1129347720.411316	5.194024253	0.000360317	8.130385872005718
1127613245.710741	5.197017104	0.000359158	8.066769495736148
1127624794.885134	5.206233816	0.000355592	8.133549084984748
1127119473.114143	5.210050358	0.000354117	8.148105529523754
1126603054.312778	5.21405308	0.00035257	8.150224870413169
1127058731.496621	5.216188849	0.000351745	7.45126838863974
1129279856.288865	5.219285606	0.000350548	7.439198349235649
1127405224.613193	5.221183174	0.000349816	8.03011552860125
1126319064.203684	5.223730108	0.000348832	8.133020367279485
1127336823.150066	5.227541468	0.000347361	7.959961480277042
1127350651.131739	5.235183125	0.000344413	7.791798757182593
1127060064.706349	5.236576147	0.000343876	8.015794219352163
1129350914.571294	5.24856749	0.000339255	8.179217509259368
1127187231.99905	5.253515088	0.00033735	8.156309397579221
1128226253.312399	5.259052222	0.000335219	7.722944002647422
1126102204.533352	5.269429966	0.000331228	7.809387326020564
1128136921.979442	5.277385436	0.000328172	7.70823316558483
1128005596.909967	5.284310624	0.000325513	7.691598747805575
1127209864.138684	5.286635537	0.000324621	8.104700037016684
1128826854.989639	5.290034193	0.000323317	8.09676593651389
1126796117.270031	5.295725306	0.000321341	7.659250635027273
1128761344.224281	5.306180776	0.000317766	9.07767867570014
1127795947.426198	5.311804724	0.000315844	8.302372390775487
1128914075.550109	5.316254325	0.000314324	7.812748317348319
1128837076.730005	5.319475051	0.000313224	7.919634542942043
1127170001.689503	5.32245246	0.000312208	8.325176805550209
1128742314.733145	5.334702393	0.000308029	8.752419021797497
1127171387.384866	5.337535559	0.000307063	7.711347681368144
1128684816.54804	5.35006621	0.000302794	7.852059612082503
1128694261.381606	5.359117943	0.000299713	8.094772814614567
1128654065.916032	5.362832327	0.000298449	8.295778671161564
1128058898.47357	5.371422092	0.000295528	7.496286678726172
1127406911.858725	5.377671619	0.000293405	8.073813756752097
1128145271.478978	5.378917937	0.000292981	8.251564899328859
1127655530.513021	5.387034018	0.000290225	7.69510575654261
1126585215.883226	5.395504698	0.000287351	8.178278127512908
1128123079.985448	5.40323298	0.000284808	7.812600582018866
1127482886.478328	5.407749142	0.000283444	8.227431510370002
1128131338.863351	5.415260691	0.000281176	8.034256425775355
1127187036.522855	5.421639648	0.000279251	7.701875253709495
1127211309.995533	5.430646965	0.000276534	8.413435525411852
1126842882.313771	5.436844407	0.000274666	7.647402912255452
1128993712.857453	5.442624098	0.000272925	8.027976689756214
1126328078.629947	5.44914666	0.000270961	7.910487854877193
1129085075.504253	5.453590417	0.000269623	8.126067522173198
1128467360.146025	5.457322041	0.0002685	8.270736232379065
1127985974.722632	5.463860732	0.000266533	8.423106671703344
1127425682.107898	5.469127503	0.000264949	9.190354884873926
1126403114.106949	5.474124566	0.000263448	8.474965313973334
1128737990.518038	5.485331505	0.000260081	8.275429731139267
1129331358.780792	5.489109568	0.000258947	8.132561562291359
1127425689.725294	5.495140554	0.000257137	8.252410181926408
1126586752.73821	5.510580903	0.000252507	6.597682232790416
1128675271.208253	5.518603708	0.000250346	8.14704602261231
1126329672.598813	5.523962246	0.000248917	8.139238591439332
1128121182.726849	5.535550455	0.000245828	8.129144125771894
1126570395.939989	5.547426029	0.000242665	7.871533448441813
1127625179.588434	5.553058048	0.000241166	7.778869897990192
1128693806.733403	5.558733953	0.000239656	8.074360683715151
1127701197.834917	5.577941112	0.000234549	8.073377260677944
1128407842.401768	5.587728214	0.00023195	7.706614755242349
1129347348.543378	5.593174975	0.000230504	8.415539308806347
1127989653.224351	5.601478698	0.0002283	8.356298043812036
1127657034.498814	5.616835805	0.000224228	8.062666168341593
1127388199.527781	5.624481273	0.000222305	7.575473817958738
1126891049.146169	5.628904408	0.000221263	7.884722854925869
1127794338.306761	5.632101241	0.000220509	8.293944817466928
1126303376.713234	5.642409786	0.000218081	8.076762250200872
1128287283.336862	5.643897179	0.00021773	7.969520734083159
1127431051.131966	5.650230552	0.000216239	8.421411414179076
1129351537.864555	5.656009388	0.000214879	8.288599078200972
1128661942.871894	5.663936461	0.000213014	7.996376612458569
1127991499.642699	5.66969527	0.00021166	8.328098015685166
1128501743.736844	5.674529233	0.000210523	8.70735600455148
1127527176.521261	5.686655308	0.000207674	8.476380590215605
1129344026.611605	5.696697729	0.000205316	8.349794369054147
1126841562.469606	5.703648841	0.000203684	8.199802042346029
1127519099.180362	5.732915824	0.000196888	8.278752763955808
1128493248.633165	5.74249315	0.000194892	7.934363110757623
1129118473.474385	5.748017268	0.000193741	8.024464186211038
1129344692.433059	5.75344565	0.000192611	7.93946996124109
1129356367.621911	5.755789175	0.000192123	7.949559739731508
1126995070.385935	5.767757194	0.000189633	8.08920854743393
1126839324.600461	5.777301119	0.000187648	7.351432619144847
1126402722.2422	5.78063698	0.000186954	8.459136427565713
1127543211.56036	5.806229422	0.000181637	8.623749857140872
1126074708.75892	5.812767004	0.00018028	7.870831862335041
1127409058.939956	5.828893774	0.000176934	8.600407616033882
1126402598.527034	5.835116509	0.000175644	8.230780484846395
1127171236.465091	5.840964989	0.000174465	8.014804329855982
1127983344.516933	5.866512556	0.000169759	7.85090665181295
1129288513.918131	5.884251751	0.000166494	8.050278818884006
1127361414.670231	5.890347044	0.000165372	8.809654986487828
1127109358.295676	5.90263317	0.000163113	7.759400448214647
1127723113.510627	5.910602403	0.000161648	7.774258471647714
1126997240.392657	5.932703883	0.000157589	8.329248427615623
1127563539.572959	5.942019553	0.00015588	8.216080356206428
1126831075.243547	5.951996245	0.000154125	7.471393317334105
1126320450.485877	5.979017249	0.000149719	8.45830723177203
1129331322.4014	5.99287602	0.000147461	8.870151361125297
1127057510.685451	6.000354494	0.000146244	8.253682223241688
1128814532.494241	6.013951206	0.00014403	8.28240644450516
1127108552.112904	6.023252751	0.000142517	8.107563077156351
1127563315.296834	6.030919033	0.00014127	8.740642369905691
1127194037.363895	6.040595045	0.000139697	8.578235690608816
1129046621.631431	6.059523172	0.000136672	8.153307713180986
1127432350.811039	6.06628155	0.000135695	8.108877222388397
1127360977.620195	6.0780099	0.000134002	8.674141762271447
1127102491.969197	6.089074482	0.000132405	8.399991070997412
1128893074.635383	6.096922709	0.000131272	7.926420997287591
1129378787.59824	6.100238437	0.000130794	8.415426421427885
1127051633.378377	6.107650293	0.000129725	8.799060194782898
1128907734.299088	6.110751716	0.000129278	7.653750782514143
1127518404.842861	6.119259458	0.000128051	9.031971115406373
1128297619.763213	6.125123546	0.000127206	8.108676134325814
1126935768.486801	6.130179145	0.000126477	8.244494025509294
1126804169.976224	6.144821128	0.000124368	8.123605192235145
1127266409.960948	6.16635796	0.00012129	8.369885492085716
1127070049.220999	6.175392368	0.000120134	8.096392857191399
1126330949.770133	6.188443458	0.000118464	8.08850120328654
1126329639.912374	6.224313506	0.000113879	10.00111404271982
1128621189.441643	6.233972261	0.000112645	8.12503401399325
1126327812.954042	6.238600072	0.000112054	7.590681677363007
1127094745.316226	6.26336916	0.000108892	8.460378847547418
1127266194.960176	6.270144919	0.000108028	7.638544850587317
1126840294.945069	6.281110108	0.000106747	7.985092585772016
1127198367.561238	6.298052997	0.000104826	8.524963672195103
1127549384.748949	6.311135863	0.000103343	8.253103428313487
1126257786.492206	6.332273279	0.000100948	8.434085022297445
1126816556.235021	6.347728864	9.92e-05	8.32671156832598
1127425895.801339	6.368319583	9.69e-05	8.123361403169525
1126922903.906158	6.398930635	9.36e-05	7.578480086925758
1127628305.911181	6.413436884	9.22e-05	9.803673421599569
1126925346.635578	6.459903015	8.75e-05	8.602583219447659
1127243611.451706	6.470993399	8.64e-05	8.266702879222487
1128761369.481103	6.500930029	8.35e-05	8.820608158905484
1128233014.427543	6.551043985	7.91e-05	8.252033687706641
1127374262.107002	6.578531192	7.660000000000001e-05	8.394314883848539
1128337063.474272	6.602003281	7.46e-05	8.467918372604332
1126402673.473116	6.668489414	6.940000000000001e-05	8.804603564146756
1127168388.625179	6.684415994	6.81e-05	8.302911367009361
1127395419.876647	6.706451169	6.64e-05	8.043764307590148
1126675077.14901	6.737397166	6.42e-05	8.853985179316197
1126402684.113935	6.757930663	6.28e-05	8.710163811557237
1128393921.785946	6.779760101	6.13e-05	11.75041140005248
1127709318.662473	6.794584614	6.02e-05	8.456610400771392
1128293703.336263	6.824253606	5.83e-05	8.468836884348809
1128119631.534744	6.885111937	5.45e-05	8.335309204383387
1126656856.713254	6.905168672	5.32e-05	11.39634657627083
1127552007.530586	6.921730618	5.23e-05	8.466427508594533
1127630878.997614	6.94927825	5.07e-05	9.363790754706613
1128128012.879607	6.982268807	4.89e-05	8.336497039829922
1129284417.716566	7.003430472	4.77e-05	8.423434475155908
1127564165.801908	7.056836758	4.5e-05	8.380825581905505
1129310265.878637	7.072855106	4.42e-05	8.219559561002516
1128429112.14158	7.180907166	3.92e-05	8.901409832144044
1127795970.662907	7.214533517	3.78e-05	8.647245242153037
1127048202.849645	7.236500786	3.68e-05	8.659949988321287
1128773663.231323	7.275265119	3.53e-05	8.647615299525587
1128989142.112435	7.306922466	3.41e-05	8.691934020681625
1128171487.261379	7.380726294	3.14e-05	8.948484409967515
1128445987.230232	7.413431034	3.03e-05	8.419386582792116
1126329522.594329	7.482956797	2.8e-05	9.261864358830429
1127993195.729287	7.522106929	2.68e-05	8.229286318477731
1126662057.744106	7.582018858	2.51e-05	8.496616869043775
1127188488.356596	7.680133384	2.25e-05	9.191278112822971
1127027100.13469	7.702333617	2.2e-05	8.501756640410418
1129351212.335814	7.744172537	2.09e-05	8.406259756998294
1127534724.656851	7.785874284	2e-05	9.059260848649378
1128656648.691127	7.818285251	1.93e-05	9.583984309369152
1128814303.692049	8.00007246	1.58e-05	9.167532231333439
1128666151.93021	8.181552077999999	1.29e-05	8.887577762647812
1128409528.466886	8.218887259000001	1.24e-05	8.369081126148199
1128489637.534644	8.341349458	1.08e-05	8.744867263609525
1128133349.504134	8.458134496	9.500000000000001e-06	8.481854346204058
1127980385.146565	8.540716433	8.68e-06	9.209020397087487
1128755904.648815	8.736503266	6.99e-06	9.073762139217159
1127552524.440837	9.080880257	4.78e-06	8.765383916664629
1128257991.851324	9.238985379000001	4.01e-06	8.281503059955826
1127628295.895751	9.563244538999999	2.8e-06	9.225617213410326
1128253109.484276	10.33840396	1.19e-06	8.932620774833307
